,bullfrog,bullfrog_vals,bullfrog_grad_cosine,albatross,albatross_vals,albatross_grad_cosine,orangutan,orangutan_vals,orangutan_grad_cosine,goose,goose_vals,goose_grad_cosine,vizsla,vizsla_vals,vizsla_grad_cosine,ice cream,ice cream_vals,ice cream_grad_cosine,rule,rule_vals,rule_grad_cosine,capuchin,capuchin_vals,capuchin_grad_cosine,cicada,cicada_vals,cicada_grad_cosine,bucket,bucket_vals,bucket_grad_cosine,cellular telephone,cellular telephone_vals,cellular telephone_grad_cosine,spoonbill,spoonbill_vals,spoonbill_grad_cosine,lawn mower,lawn mower_vals,lawn mower_grad_cosine,drum,drum_vals,drum_grad_cosine,coho,coho_vals,coho_grad_cosine,punching bag,punching bag_vals,punching bag_grad_cosine
511,fungi,0.012100073,0.010029227,mountainous,0.005129347,0.0045951693,bride,0.04130533,0.034962825,thumb,0.00736337,0.0065949345,pig,0.050402634,0.04387089,pipette,0.06449906,0.049080156,nib,0.049601037,0.040314857,bat ears,0.042717144,0.036628313,reed instrument,0.043222725,0.033312347,backpack,0.06304924,0.044704102,fungi,0.06575637,0.04713992,prisoner,0.042437553,0.034976967,effects pedal,0.07641753,0.057103045,fan,0.05253015,0.03608629,mangrove tree,0.039324217,0.028869899,library,0.06302528,0.04408661
512,baby,0.012088144,0.010019341,tow rope,0.005059178,0.0045323083,coin slot,0.04127344,0.034935832,slender,0.0070705144,0.0063326415,separator,0.050386675,0.043856997,baking soda,0.064327344,0.048949502,drawers,0.049402244,0.040153295,safety device,0.04267852,0.036595188,respiratory device,0.043203294,0.03329737,inflated,0.0630122,0.044677846,starch,0.065711915,0.047108054,crest,0.04243671,0.03497627,nail plate,0.076407045,0.057095207,mop,0.052482847,0.03605379,scientists,0.039309092,0.028858792,boosters,0.06301242,0.044077612
513,chocolate chips,0.012070591,0.010004791,whiplash,0.005046076,0.00452057,keyhole,0.041251246,0.03491704,baking soda,0.0070302105,0.0062965364,small size,0.050378576,0.043849945,spongy,0.06428683,0.048918676,chalk,0.049398605,0.040150333,pedal,0.042647224,0.03656835,pan,0.043183267,0.03328193,dip,0.06300424,0.04467219,hill,0.06551778,0.046968877,dragonfly larva,0.0424255,0.03496702,spider thermometer,0.076151796,0.05690447,spectator,0.05224164,0.03588809,competition,0.039299272,0.028851584,cottage,0.062973484,0.044050373
514,screen resolution,0.012053335,0.009990491,group,0.005032103,0.0045080534,dill,0.041129876,0.034814306,faceoff circle,0.0069720047,0.006244412,compass,0.05017105,0.043669313,service,0.0642356,0.048879687,flight membrane,0.04932557,0.040090952,elephant,0.042605653,0.036532708,hive,0.04305439,0.033182617,colorful,0.06296791,0.044646427,claw,0.06516615,0.046716794,grouse,0.042358465,0.034911785,burners,0.07610434,0.05686901,motor,0.052217,0.035871167,knife block,0.03925413,0.02881844,lighthouse,0.06295377,0.04403658
515,landscape,0.011982194,0.009931526,respiratory device,0.0050268634,0.0045033605,gym bag,0.04109598,0.034785617,snack,0.0069174008,0.0061954986,logs,0.05011855,0.04362362,top,0.06422293,0.04887005,aircraft carrier,0.04931622,0.040083367,blacksmith,0.042542815,0.036478825,beans,0.042867146,0.0330383,prices,0.062766224,0.04450344,focused,0.06514163,0.046699226,oven,0.04222493,0.034801718,clues,0.07607369,0.0568461,craft,0.05220303,0.03586156,weasel-like,0.039242532,0.028809924,telescope,0.06282003,0.04394304
516,parking ticket,0.011964111,0.0099165365,hydrothermal system,0.005004121,0.004482986,blouse,0.041071843,0.034765184,armrests,0.0069033853,0.006182951,historical,0.05001341,0.043532092,rice,0.064179845,0.04883727,buddhist symbols,0.04924095,0.040022187,vegetation,0.042540792,0.036477093,sink,0.042832926,0.033011924,luggage,0.06275968,0.044498798,fiber,0.06512734,0.04668898,jewelry box,0.042209372,0.034788895,chinese cuisine,0.07593268,0.056740735,dial,0.052169472,0.035838522,trap,0.039240748,0.02880862,thief,0.06280568,0.04393299
517,troop,0.011909685,0.009871423,double reed,0.004966108,0.0044489307,hygiene,0.040959466,0.03467007,grass,0.006741371,0.0060378416,brand name,0.04995099,0.04347777,referee,0.06408882,0.048768006,bandage,0.049153358,0.039951,barrel,0.04246285,0.036410265,fishing basket,0.042750012,0.032948025,cocktail,0.062600955,0.04438625,binocular,0.06510681,0.04667425,abutments,0.042178437,0.034763403,sound equipment,0.07591595,0.05672822,hard,0.052136853,0.035816103,concrete pillars,0.03915557,0.028746087,bowl,0.06277694,0.043912895
518,fitted,0.011881553,0.00984811,lifejackets,0.004914007,0.004402254,diapers,0.040825404,0.03455659,ram,0.006693032,0.0059945527,single,0.049930204,0.043459676,conker,0.064005785,0.04870481,checkout line,0.0491145,0.039919406,syrup dispenser,0.042344008,0.036308356,sagebrush,0.04271403,0.0329203,bassinet,0.062489197,0.044307012,competition,0.06508559,0.046659037,insignia,0.042148963,0.034739107,earthen,0.07569754,0.056565024,projection equipment,0.051984593,0.035711512,cue sticks,0.039130308,0.028727539,glass doors,0.062704995,0.04386256
519,stars,0.011845526,0.009818245,flies,0.0048219967,0.004319827,sleeping pad,0.04077201,0.034511395,padlock,0.006590062,0.005902324,iguana,0.04990194,0.043435078,levee,0.06390759,0.0486301,fishing kayak,0.049098138,0.039906114,tortilla,0.042330105,0.036296435,countertop,0.04267388,0.032889344,bollards,0.06237095,0.044223167,sleeve,0.06503835,0.04662518,baking soda,0.042100996,0.034699574,controller,0.07551121,0.056425788,rim,0.051944323,0.03568385,dropper,0.039107297,0.028710645,scratching post,0.06253838,0.043746017
520,child-resistant cap,0.011836883,0.00981108,judge,0.0048131547,0.0043119015,cutting tool,0.04075981,0.03450107,snake habitat,0.006584784,0.0058976007,convoluted,0.049901303,0.04343452,slippery,0.06381682,0.048561025,handgun,0.049093734,0.039902534,stylus,0.042329162,0.036295626,snail,0.042669117,0.032885678,toolbox,0.062319223,0.044186488,ends,0.0649593,0.046568505,flavors,0.042037196,0.03464699,mop,0.075497225,0.056415334,knob,0.05193142,0.035674985,polar bear,0.039100192,0.02870543,feed,0.062400542,0.04364959
521,captions,0.011704099,0.009701019,flat head,0.004754847,0.004259672,red breast,0.040648937,0.03440722,stocky build,0.006483018,0.0058064517,subject,0.04981724,0.04336136,eraser holder,0.063750885,0.048510846,clip,0.048959464,0.039793402,feed,0.04231555,0.036283955,sesame seeds,0.042636126,0.03286025,lily pad,0.0621613,0.044074517,swiss cuisine,0.06489301,0.04652097,spoon rest,0.042017207,0.034630515,warrior,0.07536965,0.05632001,wrist rest,0.051894214,0.035649423,drumhead,0.03897201,0.028611325,relish,0.062180743,0.043495845
522,perching,0.011632667,0.009641813,boosters,0.0047491835,0.0042545972,pan,0.040617008,0.034380198,pointy ears,0.006421808,0.005751631,visitors,0.049791552,0.04333899,social,0.06367769,0.04845515,debris,0.048952952,0.039788105,other gondolas,0.04229173,0.03626353,snails,0.04260602,0.03283705,mate,0.061992005,0.043954484,tv,0.06487684,0.04650939,fishing reel,0.04201185,0.0346261,toolbox,0.07514434,0.05615164,powerful,0.051379986,0.035296172,pack,0.038781933,0.028471777,drumhead,0.062127627,0.04345869
523,predator,0.011629705,0.00963936,friendly,0.004707973,0.004217678,goal,0.040593874,0.03436061,football,0.0063168383,0.0056576184,rainfly,0.049782574,0.04333118,segments,0.06367618,0.048454005,adjustable,0.048747547,0.03962115,beekeeper,0.042186644,0.036173426,flavors,0.042580627,0.032817475,curve,0.06193664,0.043915227,platform,0.06483107,0.046476573,distress signal,0.041987896,0.034606352,funnel,0.07502766,0.056064457,seat,0.051166132,0.035149258,scaly,0.038754374,0.028451543,sacristy,0.062062748,0.043413304
524,hibernaculum,0.011622257,0.009633189,frying pan,0.0046559284,0.004171055,pig,0.04058557,0.034353577,intertidal zone,0.0063157105,0.005656604,boom,0.049725756,0.043281723,fountain,0.06345074,0.048282452,pourable,0.048747074,0.039620783,focus,0.04218261,0.03616997,hydrocolloid,0.042572223,0.032811,test tube,0.061723296,0.04376396,line,0.06473887,0.046410482,sirenian,0.041923106,0.034552954,gondola,0.07495375,0.056009218,pasta,0.05116257,0.035146814,actors,0.03874538,0.028444946,wooden bowl,0.062040262,0.043397583
525,reed instrument,0.011496111,0.009528631,waterer,0.0045836195,0.004106274,shirt,0.040559024,0.034331113,guideline,0.0061330185,0.00549298,autumn,0.04972395,0.043280154,rotting matter,0.0634496,0.04828158,self-timer,0.048668437,0.03955686,bass,0.042158097,0.036148947,armor ring,0.04257135,0.032810327,rubber,0.061699875,0.04374735,support,0.06464474,0.046343002,storm,0.04192101,0.034551226,modem stand,0.074913904,0.055979446,breakfast food,0.05104631,0.035066947,grand,0.0386706,0.028390042,concessions,0.06196616,0.04334574
526,sport,0.011461763,0.009500161,sewing projects,0.004484904,0.004017837,window,0.040312953,0.034122825,six legs,0.006118908,0.0054803398,alert,0.049708568,0.043266762,termite mound,0.063343614,0.04820094,candy dish,0.04855907,0.03946797,man,0.042157374,0.036148325,controller,0.04245253,0.032718748,treat,0.06168553,0.043737177,candy dish,0.06453125,0.04626165,landing,0.041808255,0.034458302,carving,0.0744469,0.055630483,conning tower,0.05095898,0.035006944,fireplace,0.038639065,0.028366894,mug,0.061953958,0.04333721
527,football,0.011431297,0.009474912,fishing map,0.0044322633,0.003970682,work surface,0.04029025,0.03410361,seam,0.0061130836,0.005475127,red fur,0.049671758,0.043234732,criminal,0.0632762,0.048149653,electronics lab,0.048558816,0.03946776,howl,0.042152435,0.036144096,curds,0.04232867,0.032623287,tree,0.061476275,0.04358881,oval,0.06448358,0.04622747,bunch,0.041770548,0.034427226,ski boots,0.07429412,0.05551633,gills,0.0509564,0.035005182,scientist,0.038528677,0.02828585,ventilation,0.061944444,0.04333055
528,tiles,0.011400597,0.009449463,falling,0.0043382794,0.003886484,post box,0.040286895,0.03410077,white belly,0.0061081573,0.0054707127,disaster,0.04966837,0.04323178,mechanism,0.063272156,0.048146565,podium,0.04851464,0.03943186,selection,0.042105585,0.03610392,keyboard,0.0421638,0.032496225,cone,0.061295625,0.043460727,dirt,0.06441375,0.046177402,sphere,0.041730586,0.03439428,deep,0.07421509,0.055457264,cheese plate,0.05094796,0.034999385,curtain,0.038385767,0.02818093,suction,0.061933752,0.043323077
529,rattlesnake,0.011396084,0.009445728,wildebeest,0.0042442954,0.0038022895,towel rack,0.040200435,0.034027588,bicycle lock,0.006094852,0.0054587964,trajectory,0.049646348,0.0432126,packaging,0.063255824,0.04813414,tall,0.048496373,0.03941702,wooden bars,0.042094562,0.036094464,sharp blade,0.04200364,0.03237278,paintings,0.061164632,0.043367848,thick,0.064398184,0.04616625,fishing myth,0.04172226,0.034387425,bonsai tree,0.07410024,0.055371433,sagebrush,0.0509211,0.03498093,spoon rest,0.038271584,0.028097106,glowing,0.061768025,0.043207146
530,spore sacs,0.01138657,0.009437837,macrofungi,0.004240296,0.0037987027,restraint system,0.04015562,0.03398965,hydrothermal system,0.006050921,0.005419448,hair clippers,0.049618922,0.043188736,dining area,0.063199416,0.048091218,plaque shape,0.048354313,0.039301552,toe,0.04196796,0.03598591,spore sacs,0.041884888,0.032281257,swimwear,0.0610883,0.043313727,jaw,0.0642986,0.046094857,supermarket,0.04165405,0.034331203,baking soda,0.07408047,0.055356674,scraper,0.05086752,0.034944117,bug zapper,0.038264923,0.02809222,pedestrian walkway,0.06175344,0.043196946
531,siphonal canal,0.011171305,0.009259412,protection,0.004239783,0.0037982443,touchpad,0.04002127,0.033875927,diving equipment,0.0060456684,0.005414748,anus,0.04961805,0.043187983,black face,0.06318034,0.0480767,altar rail,0.048303917,0.03926059,chondrichthyan,0.04189127,0.035920158,whistle,0.04185685,0.032259658,bra,0.060966726,0.043227524,meter,0.06429498,0.04609226,fingerboard,0.041647308,0.034325648,brakes,0.074001916,0.055297963,radial,0.050862156,0.034940436,shackle,0.038063716,0.027944492,gondola,0.061736666,0.04318521
532,bra,0.0111538265,0.009244924,prey,0.0042057456,0.0037677549,pulley,0.03999441,0.033853196,fuel valve,0.0059534293,0.0053321323,place,0.049594223,0.043167233,line judge,0.063142255,0.04804772,long,0.048141163,0.039128296,placental mammal,0.04188724,0.035916694,loaf,0.04160364,0.032064494,showerhead,0.060948882,0.043214876,wrist strap,0.06417327,0.04600501,black pepper,0.041610964,0.034295693,medicine,0.07396984,0.055274,eraser,0.050782327,0.0348856,dragonfly darning,0.037768908,0.027728058,directional,0.0616752,0.043142214
533,grand,0.011118877,0.009215958,meat,0.0041496363,0.003717489,bolts,0.039988436,0.033848137,wind,0.0059105223,0.0052937036,rough,0.04951083,0.04309465,intricate,0.06310092,0.048016265,cylinder,0.04812262,0.039113227,stalk,0.0418289,0.035866667,headlight,0.04158689,0.03205159,cakes,0.060852062,0.04314622,waterproof,0.064123444,0.04596929,finger,0.041594617,0.034282215,straw,0.07384319,0.055179365,cheese,0.050579138,0.034746014,stereo system,0.03767902,0.027662074,tannins,0.06162232,0.043105222
534,digestive system,0.011064706,0.009171057,handgun,0.004079729,0.00365486,warm,0.039915755,0.03378661,pointed,0.005889387,0.005274773,decomposer,0.049349703,0.042954404,jars,0.06303443,0.047965664,shovel,0.048104275,0.039098322,animal,0.041794956,0.03583757,pestle,0.04157059,0.032039024,diving equipment,0.060766585,0.043085616,regulator,0.064086065,0.0459425,makeup,0.041541193,0.034238182,retractor,0.07363549,0.055024147,handcuffs,0.050557937,0.034731448,felid,0.037595503,0.027600762,stocky body,0.06161455,0.043099783
535,disguise,0.011057161,0.009164803,showdown,0.0040565315,0.0036340798,bottom,0.039880678,0.033756923,concealer,0.0057454286,0.0051458385,hunting gear,0.04928786,0.042900573,storm glass,0.0630263,0.04795948,umbrella,0.047969595,0.03898886,paddle,0.04179354,0.035836358,ray-finned fish,0.0415353,0.03201183,sour cream,0.060707487,0.043043718,point,0.06407273,0.04593293,sliced,0.041521605,0.03422204,beach item,0.073608816,0.05500422,german market,0.050494775,0.034688063,railing,0.037550624,0.027567811,vegetable,0.061610773,0.043097142
536,lace,0.011000257,0.009117641,fast,0.004019599,0.0036009923,wastebasket,0.039774567,0.03366711,mooring mast,0.005704843,0.0051094894,public space,0.049273513,0.042888097,wine,0.06283944,0.047817297,loom,0.047959164,0.03898038,fan,0.04171969,0.03577303,wax,0.041494884,0.03198068,punt,0.0606813,0.043025143,segmented,0.06406963,0.045930713,branching,0.04150681,0.03420984,boiler,0.073592976,0.05499238,nut,0.050483998,0.034680657,striped,0.037472714,0.027510619,photo,0.061601553,0.043090694
537,trim,0.0109598655,0.009084159,usb cable,0.003993642,0.0035777385,red fur,0.039708924,0.033611536,swimming equipment,0.005556641,0.004976754,razors,0.049255904,0.04287276,frill,0.06283175,0.047811445,bushy eyebrows,0.04791599,0.038945287,course,0.041698594,0.035754938,spit,0.04145111,0.031946946,grapple claw,0.060570735,0.042946756,baseball cap,0.06396789,0.045857776,keyboard,0.041495457,0.03420049,ping-pong table,0.07355223,0.05496194,cup,0.050423935,0.034639396,bacon,0.037429288,0.027478736,husk,0.061484627,0.04300891
538,remote,0.01095219,0.009077797,artiodactyl,0.0039254,0.0035166023,orange,0.03969769,0.03360204,powerful tail,0.0054883184,0.00491556,guideline,0.04924023,0.042859115,thief,0.06280873,0.047793917,sound producer,0.047914796,0.038944315,fishing reel,0.041672893,0.035732903,screwdriver,0.041417457,0.031921007,carbohydrate,0.06050476,0.042899974,cracker,0.063914165,0.045819264,waste,0.04149129,0.034197055,goggles,0.07353356,0.054947995,textured,0.050296508,0.03455186,cart,0.03727535,0.027365722,dragonfly feeder,0.0614169,0.042961545
539,camera trap,0.010910439,0.0090431925,odonate,0.0038995037,0.0034934022,dog tag,0.03962209,0.03353804,foot,0.005446938,0.0048784986,delicate,0.049235575,0.042855065,hen,0.06276382,0.04775975,axe,0.047903422,0.038935073,savory dish,0.04163212,0.03569794,counter,0.041349035,0.03186827,pumpkin seeds,0.060459092,0.04286759,dimples,0.06390836,0.045815095,military parade,0.041414,0.034133356,cappuccino,0.07348876,0.054914515,waistband,0.05023089,0.034506783,touch-sensitive,0.03726092,0.027355123,exterior,0.061412353,0.042958345
540,biological,0.010905623,0.009039201,ski lift,0.003806376,0.0034099761,stable,0.039606757,0.03352507,flyswatter,0.00543438,0.0048672548,present,0.04918776,0.042813458,triangle,0.06273165,0.047735274,chain saw,0.047623605,0.038707644,triangle,0.041468553,0.03555769,weight,0.041291513,0.031823937,lens cap,0.0604235,0.042842362,pocket square,0.06389749,0.045807306,accounting,0.041244373,0.033993542,fishing sonar,0.073207505,0.054704346,dimples,0.05021557,0.034496248,trashbarrel,0.037253298,0.027349534,keel,0.06134004,0.04290777
541,athlete,0.010868022,0.009008037,anchor,0.0037577562,0.0033664205,barn door,0.039573025,0.033496514,petri dishes,0.005414801,0.004849716,comb,0.049170673,0.04279857,candy coins,0.06263193,0.047659393,lubber line,0.047596693,0.03868577,fishing map,0.041408617,0.035506293,shoe scraper,0.041222356,0.03177064,biomass,0.060397595,0.042823996,blue ticking,0.063821435,0.045752786,wheel,0.041101445,0.03387575,directional,0.07319868,0.05469775,pedal,0.050179407,0.034471415,keel,0.037225623,0.027329214,pastime,0.061241962,0.04283916
542,legume,0.0108200945,0.008968312,pool cues,0.0037061758,0.0033202106,vultures,0.03953862,0.03346739,management,0.005209404,0.004665749,glass,0.049139425,0.042771377,three-wheeler,0.06260981,0.04764256,recyclable,0.04754522,0.038643934,polar bear,0.041386567,0.035487376,lobster buoy,0.041204575,0.031756934,dairy,0.060022667,0.042558156,bag,0.06375879,0.045707878,perching,0.041005485,0.033796653,fishing compass,0.07310063,0.054624483,tongs,0.05017206,0.034466375,lattice,0.037212886,0.02731986,lobster cooker,0.0611224,0.042755526
543,chinstrap,0.010737993,0.00890026,kelp,0.0037055444,0.0033196434,cash,0.039384898,0.03333727,runway,0.005164133,0.0046252087,audience,0.04910232,0.04273908,delivery,0.06259342,0.047630094,hardware,0.04727065,0.038420767,gray fur,0.041332528,0.035441052,respirator,0.041078128,0.031659484,pressure gauge,0.05991646,0.042482838,polar researcher,0.06371881,0.04567921,thief,0.040899098,0.03370897,showdown,0.07309291,0.054618716,golf bag,0.0501533,0.034453478,ewe,0.037046026,0.027197361,illumination,0.06105241,0.042706564
544,log,0.010704648,0.008872623,king/queen,0.0035473974,0.003177966,group,0.03931725,0.03328002,geodesic structure,0.0051480187,0.004610776,remote,0.049092807,0.0427308,mate,0.06259172,0.04762879,cylindrical,0.047269415,0.038419757,rich,0.041327894,0.03543708,lens cap,0.040938728,0.031552043,crate,0.05969374,0.04232493,projector,0.06371176,0.04567416,aisles,0.04080356,0.03363023,coin tray,0.073029354,0.05457122,warty,0.049985543,0.034338236,newspaper,0.037016004,0.027175322,refrigerator,0.061014265,0.04267988
545,lichen,0.010682428,0.008854203,cheese plate,0.0035446398,0.0031754929,hold,0.039316077,0.033279017,gymnastics apparatus,0.0051332274,0.004597527,ancient,0.049069755,0.042710736,beer,0.06255187,0.04759846,belt,0.04723546,0.03839216,sky,0.04127214,0.035389274,avian anatomy,0.040909853,0.031529788,brand,0.059688497,0.04232122,sticky,0.06370525,0.045669496,birdfeeder,0.04056761,0.033435762,fire extinguisher,0.07293996,0.054504424,sling,0.049962446,0.034322374,bipod,0.036992095,0.027157772,wrist strap,0.060960807,0.042642497
